Index,Peak Name,Group,P1,P1,P1,P2,P2,P2,P3,P3,P3,P4,P4,P4,P5,P5,P5,P6,P6,P7,P7,P8,P8,P8,P9,P9,P9,P10,P10,P10,P11,P11,P11,C1,C1,C1,C2,C2,C2,C3,C3,C3,C4,C4,C4,C5,C5,C5,C6,C6,C6,C7,C7,C7,C8,C8,C8,C9,C9,C9
2169,gi|7657496,rab5 GDP/GTP exchange factor [Homo sapiens],97913.9085744685,78773.4487389493,29726.5494112402,28375.2411769932,15209.9494853813,25543.5598673214,23893.7577144418,25043.971835079,27882.2694059181,34511.9229423657,31456.4716161882,30065.8982509165,35117.7175240408,21518.8212650155,20533.582335647,44881.459019991,34357.1680916876,27760.4337604857,28141.0849399493,32124.371562169,23804.9789246829,22027.6370969137,98283.6313655445,83668.3836041939,68965.3268681723,30509.4343619773,20134.6850509907,38020.6420082324,27693.3542141089,22448.6358069534,36336.6681552091,39542.7416244371,48140.8418575779,38439.893217915,18599.0173829819,25096.9291258083,24201.2252714376,36424.7226766978,25688.9825306804,17515.6757959457,31342.2154910247,19732.2937833751,26856.1094439377,21822.6096972188,22570.0380893653,36873.0370774511,38000.4390776702,60534.9527244107,18501.6376521968,29061.3386986162,32239.0077012708,38784.8132318086,23541.965043539,22160.4940358988,24829.5762169167,27292.5229347233,30708.8175947006,62795.6462104783
2170,gi|5454102,transforming acidic coiled-coil-containing protein 3 [Homo sapiens],41146.3871325273,23710.8491047503,22893.7432081527,40167.5473892718,38650.4192085509,25081.5038362606,31970.1292112137,28246.8327199895,31493.8584115417,40483.686652875,31725.4100536148,23806.659893822,39144.2634359577,281354.403764733,16086.1570277475,147563.286906388,82965.2980770622,10394.7119048564,214863.708700914,77212.4835794508,50180.1564360855,28693.7380551445,8452.89426672976,149103.321435985,135447.281074433,163357.163841641,23864.4235298446,166308.557637286,19618.9722013327,13793.0041754104,12105.0835920842,37631.0601199314,103706.847266382,31373.420551892,130090.132060298,41991.3198652028,107079.537646698,11973.6969278117,21407.5545807034,17890.0488618832,31358.5185097037,25316.8520990483,28788.1513664415,18328.9716414395,29554.3222447335,30618.7022941342,135018.417719223,32262.6453912319,30106.0954237549,59556.8382938546,32015.2009789267,64754.2320470623,26277.0709538235,23561.4028138998,61895.8704028939,50961.6993618761,61222.6511250275,92599.370787733
2171,gi|209969812,KN motif and ankyrin repeat domain-containing protein 2 isoform 2 [Homo sapiens],12006.9358236087,4141.89360989321,2777.21789602079,9504.34498531042,16610.5999939234,13835.8628467984,19923.3548567665,7075.67356818189,3524.14584410385,6600.11454326431,14152.9732857485,11477.8122964864,13116.731591,2426.55396808498,36218.8261011727,8129.29284506424,24094.1030621994,9214.79851314737,23236.4794561193,6018.70480047803,17994.1577527047,10971.2176804199,6070.08051317915,1378.06906727377,27471.7054851118,13602.623720493,14725.4496354156,28992.4201721974,3370.39426758568,8735.8810871046,5074.01911000905,6906.0998389233,15875.6446430731,29683.5911813302,4890.03582873415,4623.02621982236,4948.5718487356,11987.4247755334,4750.42969118003,11521.8162454384,4360.84962480713,21206.6879781233,15272.213364785,10941.391668831,13709.4278590393,7326.38390288364,5281.21930246616,9262.6911595355,11073.1722578545,18642.9424723027,2197.20421153441,23538.6428373677,6053.57511074252,4049.4038861298,7339.52099789917,947.150112488877,3189.07786004317,2894.60238019016
2172,gi|20070260,negative elongation factor B [Homo sapiens],26849.0794011477,35981.5453360262,81518.3636358959,15573.9502452067,121418.729569801,19491.9480456682,22830.4107071527,30110.3731694049,16340.1228227669,19304.6634772163,31833.4541355548,56142.5892570928,14999.3027668064,16890.1534515981,35592.4921999203,165312.924412481,39540.6665093125,55673.8955377548,20306.6263625131,9145.97149800627,21494.9673658264,51498.3138375623,20687.1663002369,36204.9747181462,25773.9263918033,32215.3007890781,17775.68113421,24992.0556154954,27600.1438109695,38149.8207193349,35610.8398090382,24913.1644071058,51665.6489203493,35984.4167653138,18823.544155365,37039.3017457984,6431.10811133548,29518.002150791,20658.4626797653,45408.2183387889,25649.7830081349,29458.1482040952,38435.5191986137,29082.9000409397,24657.3530054278,41789.3167376872,31984.5927470136,28720.9079619455,18361.1342789353,57830.4552201773,52549.2324021886,25852.0373824577,26397.1276308509,32900.4137581686,31239.9684246637,13067.3154109238,26920.1920258511,16638.7664679466
2173,gi|5031923,double-strand break repair protein MRE11A isoform 1 [Homo sapiens],116087.871635703,106417.646396236,80397.6403260186,45300.3039429055,33894.1301117145,49517.4652388978,30482.4316821037,37621.2904031463,42351.3780387368,33727.2290001055,28788.8218709438,21445.9456875023,59397.5045889814,25821.1692134965,23857.6801488417,96111.2428756484,48625.1019289264,76830.9461388739,68952.9270868644,47896.2851669331,58053.2304008306,59304.3814322329,36952.7462847085,33442.6651035932,30327.6097825821,48967.6725198596,45053.1119557446,30635.4992100423,101859.651150384,93151.604373297,96466.8892282511,20952.350873417,41388.7808242175,58526.0699215894,45802.490486758,47046.4394139483,30709.6487075847,51438.3191970287,52025.2913397333,50562.7509595714,46154.3272615928,41004.0453481011,41416.9133068132,80385.9040090265,70034.3735579056,80958.5991991197,52641.9879633444,42951.740478992,42503.2375662989,62387.2748545452,73399.3018453746,62893.2988019549,69815.5989442803,97462.5644370696,66491.7881182102,23829.4271770933,62368.0896530283,25167.3150673897
2174,gi|109948304,WD40 repeat-containing protein SMU1 [Homo sapiens],195157.674278243,43626.0160666933,58456.3235910572,12169.6754092329,61551.4571999947,53608.7691998318,3971.24706658231,31744.5893667944,13173.8731896062,24783.1912424821,15252.3153146294,20912.9965492538,10202.8227909223,30623.8442409002,8384.7361685656,93918.5137142324,3065.78281818441,43761.6031327601,94402.270116639,56538.5218565991,59974.2444737536,43389.2179705716,15864.895157981,130063.021726963,91927.8842852616,105762.979841427,100824.413170484,52013.6169922882,120845.801457377,174949.645690746,193473.784995664,29411.5245154595,54406.0703225491,102147.675236768,26675.8985040404,17530.366935336,17788.1977403208,56080.6519646634,53346.7620280285,91838.6950476089,58080.4030424137,41201.8373762469,26677.8028386512,62173.039324497,106558.941964271,72441.5278912578,38305.4917801849,38254.4005647007,51071.657143969,26732.091255461,18617.5789021829,52620.2771715836,58578.9267239294,87613.5210210087,91079.0275755134,31134.5935454212,23326.3675369749,22722.3242457567
2175,gi|4506609,60S ribosomal protein L19 [Homo sapiens],949368.327054504,553300.850074233,1257605.76915001,727756.163449754,468876.419225127,760554.062120336,80800.6509728219,290903.233148454,79070.3201529651,190083.612393487,207418.026332812,206954.226787931,182358.980336785,273415.680090301,92041.7640709956,2675648.14727121,765326.058044485,337179.874739736,289684.847483316,355911.27960284,407541.034295042,413722.748843781,52488.7523498207,240051.912465973,378405.603549335,128588.721185589,120672.187425185,270903.193340918,363477.528264557,432037.326489472,357481.928649227,446615.825944134,99977.7746451517,103020.148672693,268222.523417536,79030.1856975409,111806.738017122,251683.77933893,105385.890416763,45586.451089385,288221.919091427,118499.364430429,215159.836442348,444786.249686598,537234.037715222,486132.208496831,94299.3804213422,132697.231363766,133404.233914079,285426.234832026,299257.774393464,278891.065995995,550094.983648256,481557.406028127,442729.903457807,134404.770303229,186035.350276194,273564.974540244
2176,gi|24431950,U4/U6 small nuclear ribonucleoprotein Prp4 isoform 1 [Homo sapiens],13878.9814930566,9259.45420227733,2875.73302997444,24714.1724834902,12114.7739062369,12391.9322359095,13732.4631361815,19963.2911914191,2497.27632750086,6394.01718772479,8643.58411662774,2486.87450765004,6425.91788192767,4352.03349830991,9373.91316461792,7813.23265936438,8625.07325187282,13719.1852512974,9478.76219728941,4783.34305241218,5891.52112476845,22282.9088517769,5662.07710283409,3179.60539971025,6379.54396133068,14237.1659104239,20189.9333943546,12460.8176419303,11531.8162364358,16450.240275321,15301.1670325124,5508.42629208624,6731.32904500038,7927.88628256567,13390.2242525758,4154.04689855942,7258.022932223,6625.75332775086,4898.40606406551,7013.83190113962,16248.002267423,8402.51927145106,5503.81942487006,14747.963289329,6635.39147610611,19025.5814739179,12955.0753345699,5132.47777041001,12328.9227330661,2984.59573277112,7791.088985522,10790.5680697369,8854.1960694443,15986.2145393238,13790.0334439227,3316.53181196795,10149.2142515249,3519.47028421609
2177,gi|78217386,rab GTPase-activating protein 1-like isoform A [Homo sapiens],21162.2227256507,3438.26109102535,3808.10558897715,11678.6068533109,16613.4318441421,12546.9751887539,32742.9885095934,541.64412835972,13101.2433634991,16793.5388004438,4325.77871538525,5245.91366985575,1034.39723003105,9077.37090925109,1686.90220433853,43172.5961970962,4591.98226683525,7513.47934876222,7007.03466559354,11083.9549241855,14891.4851376827,20741.9831526939,5382.82192393212,3681.67785031278,20388.2886476243,4049.76341565379,18275.3771912172,16355.4858663126,14592.8319128681,19075.8929238125,3632.71602651727,1696.74866715031,14998.7327684779,16773.7541647368,6209.0498811519,4538.07307961134,760.012273232024,11097.1532059792,12251.2601557751,10197.8967937109,17228.0586214755,14811.9004801367,2298.72691746667,5374.34379700307,7871.50147496998,20741.9834850287,3006.57453060247,23792.6215607936,9249.8285169024,20413.1273576347,12704.5296528793,8726.30030360983,2983.18191281509,4338.85155114171,10197.3054412862,11066.6374146596,3291.24641397753,22926.9229373139
2178,gi|4506629,60S ribosomal protein L29 [Homo sapiens],337275.860049272,238574.155589156,165342.0916339,563796.828609991,520760.423579504,387086.094959488,211398.872484528,186013.629568336,171292.041696688,134660.868500637,126126.519331734,115675.053309155,134854.004803434,150971.771455459,175580.751623654,1168332.78230659,585298.637229874,165762.600071356,144327.062408254,259587.4357085,266328.867236127,287101.062294028,138411.511628166,151497.892566116,115497.364885609,182591.298731707,184105.690337761,199993.340647663,236563.090040089,243244.348640465,244107.603091441,110217.317335336,108389.125845268,130471.988279746,157805.545109187,156752.321091662,142716.494076622,123626.149479744,152367.249519043,121561.450485747,90406.9252076368,93428.1274253202,111445.993163434,221311.885786666,239606.336497171,255885.732565127,115332.609874452,151603.405678338,154103.079370631,222688.777470186,240024.140247057,146785.536586978,278517.549716533,282330.084698543,287476.085158556,125986.402650425,115115.616262326,240484.617147976
2179,gi|13775602,NAD-dependent protein deacetylase sirtuin-2 isoform 2 [Homo sapiens],21634.7051826068,16350.9083958979,24441.0883248806,3124.53263535562,20955.1062568376,7856.06496430654,2330.3572876735,2432.52763545064,18443.6108525566,3612.53182384895,11376.5381876235,15684.3343988701,3874.97931897738,5235.21673500984,8098.26872264557,21722.7255314352,8869.90222377783,8621.48338771747,25929.5948921281,5802.77757497092,10093.0306234267,16165.7488878197,10925.2458954563,18394.8358360057,11035.0461174364,239754.222464238,10557.8104898683,32637.262251779,5651.73701714293,29698.2126544923,26213.0513152386,10736.7138465166,27418.8640058156,13947.2685582454,10400.4433716503,15012.6472545682,25431.5310786629,13985.0152268092,80941.8893341253,82667.8294630678,30452.8265476507,40082.8115573579,9063.70057147673,17812.3197687459,12661.8195985252,18763.1887247832,31931.4450735443,8668.89442967009,15104.4920472888,19087.0775912951,64011.4455909194,14441.3819759333,15374.1594254686,21155.7414602847,21815.6918803885,72376.8794666935,69599.4509125901,19282.084288383
2180,gi|74027257,polyglutamine-binding protein 1 isoform 1 [Homo sapiens],7269.51159870616,24091.6341254666,10081.0908518972,2044.13435586576,9575.5696917422,3080.27520145489,2539.3875765303,3299.22731577974,4282.57846239407,12399.9214814489,10694.9344908764,40791.2392891669,3114.33819571767,3460.61935227951,5150.72928100481,9230.06988114166,18488.5311606367,16262.9497883618,14125.2730099074,4268.54184188002,36412.6678964272,4149.91945865745,11628.1752203405,27485.2468758147,35779.4706459656,42909.001484727,12895.258894448,171.928165913638,29853.2021082854,31854.488964724,33948.8590514434,32994.657473321,29194.571834564,27210.1199937268,32444.8361675512,1811.54393511107,8340.40988414375,4849.02490212641,12907.6753081343,4634.54432173742,16014.98619974,19025.4309543384,9603.8245119104,24147.2008412408,18478.0990465385,19162.7110598812,9174.97202899701,15844.3099088199,15617.4451926517,14132.7304273484,45531.294849625,59056.371424793,26424.6304519029,34172.9804380269,32066.175340549,11313.1573388061,8495.21490849661,2540.42282169468
2181,gi|4758996,ras-related protein Rab-33A [Homo sapiens],22898.9789169966,17700.2071732118,11610.9903661872,19756.6123909094,8524.03175384718,29772.9463473445,722382.874092995,7521.81515439425,14608.8866977889,580362.772646269,694682.658077901,718756.580845599,483983.396228153,669116.641662566,623219.928564221,38700.5364611417,12328.8852598732,23748.4593843954,447161.874938571,604892.039110877,597772.276723347,615847.109348529,393894.816789192,384573.598939406,381461.667253648,297800.018361801,458456.601346692,458207.664112141,420788.053968164,424448.998161403,5626.10992233196,277188.373009085,11901.7579112751,288062.341630326,221183.883711218,12651.452473304,259797.310407246,509898.643399036,531327.66390239,553281.576494217,358455.637050316,291069.10908301,385467.987645253,252350.338355252,401212.637814885,364451.654692482,14768.9055586289,274028.034370971,450697.534566603,99853.0856060218,250177.51077792,14735.6597623534,18270.9407059641,20774.8775306768,331828.24063459,191663.679225611,219526.489525876,221533.652639896
2182,gi|37537716,eukaryotic translation initiation factor 5 [Homo sapiens],141708.898712746,105313.035270494,124263.038999968,126100.642934095,80485.5886744973,117620.442564982,98759.7183807677,116504.16532,126141.851082161,148917.827621481,141917.009441628,132320.967162048,20340.2461510125,18085.3281663837,35735.6789503968,65032.6395434868,91406.803178215,146891.154069088,130868.604898069,107483.712910674,165396.110629906,168966.278557924,324002.265372484,308379.609673284,292898.818358167,99985.9825948946,104517.893793968,116303.403893449,86708.5107829878,88334.2838384224,83841.0122228325,136508.3803504,157435.040920689,184894.293020255,126994.807016286,153559.872118092,118553.114623252,131668.396819738,132147.712779624,125602.910681522,132148.12226607,120249.121190155,123817.776180214,111051.561605514,115772.200247599,122810.234620259,100864.451124734,96603.2724688113,117996.599735319,169967.783601183,148141.794342931,138004.740854552,125056.997900799,122713.599600962,136700.028564702,199810.443780606,257460.765563911,220314.543989818
2183,gi|21361356,mitochondrial import receptor subunit TOM34 [Homo sapiens],24875.2346782251,44717.9360993061,25930.7925212267,130731.943957135,23999.6897775771,33494.8030241387,30256.7696813736,22376.5178111667,38291.0805744202,17962.2047532089,6568.36045181853,112823.696448327,59024.0766786641,80391.6556061085,35151.7283538325,138002.446465228,26586.8522448431,75785.1743234358,24115.7700969509,23695.9848918172,400.229398569349,79642.365841676,17317.1863027163,14553.9169435773,30390.9463890762,4673.62544799857,18991.5260426809,17718.2451737595,54184.9642679821,947.491947512698,59265.1610275227,32355.1393473425,83078.4467782907,39420.877528619,55208.6790061216,22448.3064513701,22968.8866637818,8426.21132358973,13676.1711242623,18591.1070987058,34967.3661396201,64402.455087723,20714.4838770314,24088.9882271702,28565.0471946964,26352.4707011088,31406.2610984493,61400.9281816581,49332.2874868909,28081.7194396272,24404.0766045009,63552.415594147,13670.1617709321,24811.0584705092,42533.2997041141,42912.8846007512,34696.7549394975,25595.9565324959
2184,gi|4502491,"complement component 1 Q subcomponent-binding protein, mitochondrial precursor [Homo sapiens]",112377.333996325,105904.616487576,159079.198099868,23166.3809077076,26189.8125945145,80051.2038171686,87987.1666226525,69858.11773857,103066.311175577,76272.6511595456,126236.879109034,129716.608833898,31942.6016312957,103381.230166028,48863.3099791311,299581.541849292,72622.3356999268,184248.603121449,187797.825239054,112397.000726855,113586.24511217,126968.782988331,319438.600441615,300137.379480087,357772.687254862,111937.18637213,121904.939012554,134935.034219926,90882.8398746478,107180.302747002,59201.8392843268,179646.224288346,73705.4812096001,85930.0412000348,89312.4991008343,121967.684539839,79788.2074408675,58432.025121604,26466.101117043,96152.9238806749,73082.2673665154,62971.3751600399,118003.530237391,100455.466280461,103088.409598671,97846.0640068423,120662.392094533,142411.494392212,87480.8549737741,146348.113007517,147283.014712583,148427.588492901,114755.070250683,79357.1496923705,88181.8628492443,250614.362389991,109415.436450859,163731.631660566
2185,gi|221316578,BSD domain-containing protein 1 isoform b [Homo sapiens],14796.290856649,40527.2679279266,40863.2779204703,10620.6566174686,19507.4523404821,12657.5619833836,22693.6975204552,16186.8904132225,5737.83737371345,17293.9178888389,37411.829933886,26839.0409710625,8316.88779184348,46724.9148829532,39848.1639992632,62351.8899592254,29257.8017214439,58736.3012835791,58570.4456267123,35737.5125244284,11541.244651427,27118.1257137944,19319.2645998585,54673.5702178498,56273.8611679381,14281.8528473776,58942.2088809199,23650.7348079271,38603.240068446,50868.9969475073,30913.8574251933,48334.1052026636,46102.5490318855,25732.1024846178,44682.4496809734,33419.1810102969,49346.5475584969,21745.4874324988,23146.0467423439,26164.5389783143,64712.2109597218,28110.4845391182,32579.4107108198,17776.1780038868,32000.8043533204,61756.052579652,23988.2208700972,33129.9629470747,45968.1184157811,55615.7379572535,41286.5118497853,49210.3570795012,51070.2229525281,57699.4685150484,22084.4590645714,107122.02166121,54634.1509274213,10630.0283767874
2186,gi|4507777,ubiquitin-conjugating enzyme E2 D3 isoform 1 [Homo sapiens],509758.986308822,423877.63633174,460440.838255347,550502.879719918,580504.981915868,519937.255951199,340165.518671278,17190.7280414087,347774.458890028,317807.972903525,305854.450011592,236230.739491883,8884.61523507741,57610.6252638603,42009.9583116762,30458.4596784852,346932.976215508,355022.258767551,308066.315551402,434834.759202415,341648.216956833,337638.472164044,165089.510444083,165843.783103768,177418.157931978,328705.702574195,23496.4286143787,22841.6995746799,343053.058805589,429576.359191837,420880.265941414,140191.510334508,122383.383156935,187788.904382631,221754.432168013,183438.077269619,220136.747124539,303551.040385528,32591.7570527727,338090.772432395,160863.697178394,183627.615332508,18795.7114149691,450399.505326072,386278.766024636,456465.577072772,257548.84647475,259065.868472473,272496.66499513,181515.650763519,202861.872063844,182567.60280666,336811.434155424,345665.557013671,310374.415762522,172038.965680069,180263.108367127,201244.459791357
2187,gi|33386693,polyadenylate-binding protein-interacting protein 1 isoform 2 [Homo sapiens],116325.703463281,25447.9256164339,406310.776584969,14118.6413679515,22607.4538969197,13400.7187750701,16886.1594017864,11942.1396202922,66923.78637982,62924.59359354,28463.314502646,29713.0246816227,76632.8851405518,50272.6992238684,22792.4155896982,195251.500438877,50064.8579802913,130257.661703672,140458.452100231,36404.7369641426,38901.3592961818,32751.3586125587,13266.0027311645,45495.2591206485,27484.164848873,23607.6248469407,22239.801235089,19281.2329730098,39976.0532306024,26778.5898537786,36283.5932279794,33020.6041845021,32948.5585705119,129046.707614712,46245.6558240028,35402.3377899651,34435.2777517473,19963.4088700145,184371.103524259,42749.8513214178,72697.1581415083,32172.1867326198,43527.757189771,32819.0332742471,211657.510357888,231753.565021464,17676.5502239335,23560.8662379914,25338.2410942699,22851.8316664853,46454.7237523763,35959.8280651649,28141.6734872927,8791.97962085393,38358.0018949884,71672.3545860514,62729.0071990693,51578.86330508
2188,gi|24850115,sialate O-acetylesterase isoform 1 precursor [Homo sapiens],6350.18409716364,91528.5810098964,4015.90514035597,20979.2104178268,25938.3379431318,25831.6609960988,36430.2650069618,32347.5260882743,31472.9564156863,23230.7636947639,22297.4399170153,23714.7662154405,11464.3306626467,37700.7409216521,38073.3839429385,26067.6254589043,17101.034871289,13493.2423659257,23249.6220257391,23888.4011608531,29728.2845488926,20137.8681365157,80046.9163383029,65731.0327453903,72076.1533237923,17373.9694353871,19071.176591223,19552.9158120515,100442.784520087,25507.4220315126,6491.37657720659,118441.281760682,113410.543509773,12081.7389768354,30286.7983829525,29087.0759340785,33869.0306910674,14746.658415544,8425.90964196303,12407.6180493559,25261.6129467369,19670.3601711957,32623.4665284078,9761.3958194034,14771.7591777969,16836.0979801196,18616.0257741938,18364.1587683824,11714.407820403,8272.70879770929,21028.4913386981,12320.9135910735,10944.3487568401,13194.3204333579,10722.5713756969,46218.5851467911,45669.4392608666,51076.3559739602
2189,gi|4505061,cation-dependent mannose-6-phosphate receptor isoform 1 precursor [Homo sapiens],55474.9403379762,30825.6960959264,14271.4721672872,16137.7981677334,5306.52791075614,7277.86149179522,7419.59930189524,3929.54758866895,21395.6115196825,38686.11875123,47636.8481277652,34846.0394676233,9700.65917526761,11440.9087050877,7304.9464062284,18957.4719699538,4076.90349467289,36619.8518160737,52937.2566161561,24607.4233224534,23561.3646374088,13018.3337908969,6592.10148734063,2627.47089171998,2508.66293117634,37743.9609579675,44577.9472732817,36195.7499683928,22585.7757199226,21784.398400974,5151.77056461318,83358.3438094727,71215.3685317709,50549.2157078812,75235.4139018189,89202.101539055,85475.5406382997,36923.6716410906,35327.3495647816,34278.676980755,38260.9233565631,50341.5301950982,54133.6296912663,25581.0480964557,29771.5401658822,32658.2662568538,37013.0690725502,45269.763303287,48162.3440951882,32415.8164429759,38246.3683628673,37086.2513148039,28704.1511269757,22667.5435950968,31388.0925431528,27343.0696774278,1449.49241659074,2427.99848709897
2190,gi|118498371,protein FAM177A1 isoform 1 precursor [Homo sapiens],108047.865966617,69838.2276735686,101816.217013109,62444.1351763906,50647.3102959222,71903.1437992118,98841.5664462729,66573.1717163262,80480.7598859584,72905.0491510429,140471.745511634,95875.9235476172,108841.811653043,38848.3507857064,27146.1253876513,219934.927842429,71768.9558770785,94168.251172658,48601.3315295075,79469.2148996337,54625.2153905222,63147.6747960479,104166.642518656,51373.7227589418,70407.7232651196,100144.2762198,96305.1640001321,132050.190440646,47401.4984381558,27322.7812988537,29208.2383104684,71204.1317642171,88010.8382679359,99630.4644820906,142274.751602691,149193.115770254,156009.78335344,114466.57853058,67600.2695974786,78835.3978917128,119405.584402734,69435.3860771771,101377.518452749,100709.903397497,58035.6804853009,76113.6878983974,108108.445756082,96732.5139753135,150594.423360844,40757.7786598269,79542.177623487,78865.8665378927,111488.907411877,75756.7376014036,88546.6578340001,170879.081212837,188147.808577092,123272.130191504
2191,gi|103472001,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7 [Homo sapiens],25647.6878951254,35752.852584889,54023.5269012521,64143.7548741231,51932.5924410224,66194.170930913,60724.1998817661,79232.8679893075,92604.5847658891,54148.8146432603,51115.5173139944,45574.6412135159,29627.7560001336,39511.0958424654,43781.7506563293,12052.5925699852,26947.2878682009,16686.8718486723,30946.989440419,81712.3276716383,64405.2884382558,93177.1723466775,86929.1434948778,48044.6943463621,56299.4259932485,20316.9547035298,31929.9901520819,34662.5948345575,60536.8533666736,52574.2088197134,58894.6372927427,34488.9093347122,56938.8321281429,37009.4985770844,31374.1706318288,34895.0863946401,25911.5719046342,56832.7895386015,62350.5488029162,50895.9165256955,42601.9028526171,58623.6846817113,61803.237996247,27935.9659457044,37155.0350356074,39498.9043330533,35508.712825611,60432.0535904983,50472.248487559,32637.8533851647,30092.3735620454,31593.1310686793,39024.4141447071,44359.2777151864,49582.326311965,41952.0390263575,57093.5761234022,61960.2174716938
2192,gi|9910382,mitochondrial import receptor subunit TOM22 homolog [Homo sapiens],9844.58095418214,37670.9043560043,6937.8695357858,12789.7259633647,59079.230124891,20232.4004149082,8819.53627618123,50047.6444071844,51667.6763412386,17417.4551945857,6532.39484514776,645.771982699635,12989.7878411331,17389.0928173617,15623.6128851398,56543.4243511238,6939.41053279877,40455.3819831316,6176.18340718336,5359.68826821613,7997.91212222256,2885.99841133651,7793.5179528337,10447.3141819803,13420.7662793692,9860.54310686862,15230.4489636783,19745.153925176,15623.32062967,18699.1999190898,18641.34772682,11099.666628213,5326.88284966511,9007.62174374559,12047.6014685874,1948.2221901707,13297.9011755851,34722.5928838848,30570.578078455,37615.9353985159,1553.34191375844,3277.07930719783,1922.54398028505,30504.6770627847,21591.5913317282,37201.4303394788,8413.32983116462,9972.06550488711,12411.0050966171,12017.0734569258,4916.08214171464,10001.5449989432,12998.9855154912,5795.80744523659,10892.5728079253,11601.3272270634,1190.81532256779,10589.0569996306
2193,gi|4506761,protein S100-A10 [Homo sapiens],394123.599877296,191496.916432957,68672.8474030644,23973.4342007608,22103.5862352764,40114.9322353555,22305.5522281784,36632.5924347814,37043.1556431071,30983.5881144167,27269.3102275749,47448.3395434356,45658.8556485823,22020.0733109892,81210.8616557712,40588.4497358636,36990.308017543,164845.354400649,71934.8805863225,34229.6581398284,33199.1541855855,40364.1845896427,13779.3876315868,46664.7110297868,24770.9421140511,153579.778149166,214981.567473184,213733.486372153,62151.7319481707,59552.7309010351,85755.8880787038,187575.321117591,53858.3165897126,31640.7650002297,48752.4284123889,70682.1279482054,65739.560109402,114996.600883299,60639.4424669262,59627.281302682,52196.7978200692,47337.7729291778,85536.8143188115,44227.4406645528,33293.3247751592,43707.5000946163,252455.752098539,183680.647328971,167921.282633163,515397.430700836,467413.237193451,393007.898902353,248329.737200268,157313.454626081,43823.6923746994,68191.987258485,27157.4395846113,24185.3598236646
2194,gi|14702184,linker for activation of T-cells family member 2 precursor [Homo sapiens],13157.1136522685,10785.5264844422,3754.0423819888,9915.51206118104,3599.38172260271,3053.1836579474,12809.803517405,5514.23586682737,13044.3582722565,5259.14815295166,4865.37524513349,9036.87834017078,19655.7975046526,37045.0815524565,18436.3659923151,12470.0115076205,16710.0125338216,9603.7464035849,12288.006447035,20375.0142572282,16254.0114427765,11459.0917725683,17672.0692933766,13331.7367216407,13372.9550842805,6629.85824636848,9097.13905244934,6485.26847194758,4921.65341302149,5585.78293011369,8917.52070035383,11281.1723319542,11250.7383305119,12238.1537118506,6332.85079511452,2573.6530564976,13091.0738683517,9026.98602200897,7711.52517249767,8021.71694569411,17002.4770201337,13837.2358844278,13749.158385217,8048.38407867235,8276.6398994053,7019.4182449404,7134.98261984653,7502.33576748643,8678.88273272547,5810.96027922814,6594.04011312803,4086.51721192636,3027.82233778054,4961.51914023066,1786.11635080904,3768.17941409525,8671.58702457525,4018.28135019594
2195,gi|4507729,tubulin beta-2A chain [Homo sapiens],6399097.46575088,6450126.88707357,5323801.27221206,3478071.83065257,3250565.16475111,3984670.06790218,5224838.65200023,3724816.53804336,4323992.40565455,10008327.4624173,9888908.74020515,9050717.83975376,2858603.27334096,3446848.94594063,2938322.50339591,1645765.47352197,4561652.89176001,6515397.95784462,6096936.43356679,3811497.02533635,4403134.11511588,3790668.0578779,6183517.90342066,4584905.84689447,6109533.33010634,9815261.94652248,9370128.55008697,9452648.23063445,7912120.625611,8842457.51472417,7764192.12894828,10202991.4010962,10412438.3073823,10026348.7398512,9335055.95617931,9597318.34231109,10002932.4330501,8909729.35149821,9199912.08504822,9624518.40154425,8830913.74285687,9673794.21105976,9482568.96756409,7258922.33606702,7589944.96244909,7635374.0024449,9401882.06052919,10175148.8712956,9780220.05075043,7329101.38392183,7359086.4956652,7345237.23172099,7854058.76982535,8130349.36538489,8123309.97647251,6674980.11010365,8821533.85511576,6547408.39556067
2196,gi|4885377,histone H1.3 [Homo sapiens],49086535.4170982,54234416.0230717,52880686.089537,71070199.2389479,61266918.3224816,61744938.5365217,30784469.3732799,32047073.2210648,32146382.6753237,25631987.6617733,26865221.7037971,26817840.9228073,38268010.6177869,38160834.8117501,37304290.6180234,51973327.7528746,90400043.7582597,42088327.1874434,40291658.5464253,51490680.5970562,52020686.9246977,54715234.1630389,15104179.9456941,15334245.9295125,15329853.5362245,25645341.855424,25056509.8966713,25950145.7119359,33410909.5703947,32643484.2158586,31070420.4125039,23479251.6393939,22624047.3130597,22923119.6157657,10709495.6527266,11580203.601875,11831607.2909199,21368184.3647531,20707473.5102645,21770476.4067665,18435561.3091238,16387620.057923,17245742.6957637,39622761.8185168,32723779.8749874,40645898.230644,14073294.4338401,15705881.5406378,16093070.7256591,26423703.1492575,27372493.2562742,27702372.2548513,33723278.7395893,33355049.9213339,33331083.9139418,14649801.6030706,15799745.0864129,15031761.4028587
